Tytuł;Tytuł org.;Rok;Długość;Ocena;Liczba ocen;Chce zobaczyć;Ocena krytyków;Liczba ocen krytyków;Reżyser;Scenariusz;Gatunek;Kraj;Box Office;Budżet;1;2;3;4;5;6;7;8;9;10;Komentarze;Typ długości;Region
Chateau Meroux;The Chateau Meroux;2011;90.0;5.232439994812012;1011;164;;;Bob Fugger;Adam Morrison;Dramat;USA;;;19;34;121;148;238;247;112;58;12;22;21;Długometrażowy;USA
Horyzont uczuć;Dem Horizont so nah;2019;117.0;6.80279016494751;1004;364;;;Tim Trachte;Ariane Schröder;Dramat;Niemcy;;;4;4;17;31;120;229;288;197;63;51;9;Długometrażowy;Europa
Zaginiony diament;The Loss of a Teardrop Diamond;2008;102.0;5.755489826202393;1002;1689;;;Jodie Markell;Tennessee Williams;Dramat;USA;;;13;12;79;91;225;279;184;66;16;37;40;Długometrażowy;USA
Marjorie Prime;Marjorie Prime;2017;99.0;5.641930103302002;997;1071;6.66667;3.0;Michael Almereyda;Michael Almereyda;Dramat;USA;;;20;20;62;108;235;236;201;94;13;8;36;Długometrażowy;USA
El hilo rojo;El hilo rojo;2016;100.0;6.848480224609375;990;294;;;Daniela Goggi;Daniela Goggi;Dramat;Argentyna;;;4;1;27;40;84;211;299;207;72;45;10;Długometrażowy;Pozostałe
Białe noce;Le notti bianche;1957;101.0;7.558589935302734;990;2115;7.0;3.0;Luchino Visconti;Luchino Visconti, Suso Cecchi d'Amico;Dramat;Francja;;;2;2;3;16;39;115;265;348;120;80;16;Długometrażowy;Europa
Cień;The Shadow;1994;108.0;6.299369812011719;4259;1063;5.0;2.0;Russell Mulcahy;David Koepp;Fantasy;USA;32063435.0;25000000.0;34;34;138;241;638;1196;1211;512;140;115;126;Długometrażowy;USA
A Lonely Place to Die;A Lonely Place to Die;2011;98.0;6.108280181884766;4239;1576;;;Julian Gilbey;Julian Gilbey, Will Gilbey;Akcja;Wielka Brytania;;;20;57;194;287;702;1214;1114;475;123;53;354;Długometrażowy;Europa
Tom i Jerry;Tom & Jerry;2021;101.0;5.332230091094971;4241;1484;4.0;3.0;Tim Story;Kevin Costello;Animacja;USA;46041123.0;79000000.0;73;139;353;586;1125;1053;584;200;51;77;96;Długometrażowy;USA
Scooby-Doo! Strachy i patałachy;Scooby Doo! The Mystery Begins;2009;79.0;6.077089786529541;4216;511;2.0;1.0;Brian Levant;Daniel Altiere, Steven Altiere;Komedia;USA;;;99;105;259;337;639;996;906;464;148;263;68;Średniometrażowy;USA
Miłość od kuchni;Appetite for Love;2016;84.0;5.516129970550537;806;193;;;David Mackay;Damon Tod Hill;Dramat;USA;;;15;9;56;118;204;228;91;43;16;26;2;Długometrażowy;USA
Smak miłości;Love & Coffee;2016;90.0;5.176179885864258;806;119;;;David Jackson;Melissa Rundle;Dramat;USA;;;14;26;93;127;196;193;100;42;5;10;6;Długometrażowy;USA
Kochankowie Marii;Maria's Lovers;1984;109.0;6.597519874572754;805;848;6.0;1.0;Andriej Konczałowski;Andriej Konczałowski, Paul Zindel;Dramat;USA;;;12;4;17;30;87;204;248;137;31;35;9;Długometrażowy;USA
Jab Harry Met Sejal;Jab Harry Met Sejal;2017;143.0;6.923079967498779;806;223;4.0;1.0;Imtiaz Ali;Imtiaz Ali;Dramat;Indie;1664648.0;;9;13;25;29;68;140;223;154;69;76;48;Długometrażowy;Pozostałe
Otwarty związek;Nyitva;2018;95.0;5.12624979019165;800;62;;;Orsi Nagypal;Orsi Nagypal;Dramat;Węgry;;;8;22;74;129;241;214;82;25;2;3;1;Długometrażowy;Europa
Prywatka 2;La boum 2;1982;109.0;6.871089935302734;799;528;6.0;1.0;Claude Pinoteau;Danièle Thompson, Claude Pinoteau;Dramat;Francja;;;7;6;12;29;81;159;261;120;67;57;29;Długometrażowy;Europa
Wagon towarowy Bertha;Boxcar Bertha;1972;92.0;5.662079811096191;799;654;5.5;2.0;Martin Scorsese;Joyce Hooper Corrington, John William Corrington;Dramat;USA;;;10;8;59;86;182;230;154;41;9;20;31;Długometrażowy;USA
Ah, L'Amour;Ah, L'Amour;1995;2.0;6.426670074462891;675;79;;;Don Hertzfeldt;Don Hertzfeldt;Animacja;USA;;;11;15;26;43;68;152;179;109;50;22;7;Krótkometrażowy;USA
My Nephew Emmett;My Nephew Emmett;2017;20.0;6.152820110321045;674;250;5.0;2.0;Kevin Wilson Jr.;Kevin Wilson Jr.;Dramat;USA;;;3;4;17;35;145;190;179;84;15;2;4;Krótkometrażowy;USA
Mistrz tańca;Mistrz tańca;1968;28.0;6.393179893493652;674;204;;;Jerzy Gruza;Janusz Majewski, Jerzy Mierzejewski;Fantasy;Polska;;;8;7;26;41;87;166;165;124;33;17;20;Krótkometrażowy;Polska
Bunny;Bunny;1998;7.0;5.995550155639648;674;239;;;Chris Wedge;Chris Wedge;Animacja;USA;;;5;2;27;61;136;205;143;68;18;9;11;Krótkometrażowy;USA
Silent Things;Silent Things;2010;13.0;7.075779914855957;673;882;;;Rob Brown;Rob Brown, Edward Jackson;Dramat;Wielka Brytania;;;7;0;11;26;42;97;207;195;63;25;15;Krótkometrażowy;Europa
Scenes From The Suburbs;Scenes From The Suburbs;2011;28.0;6.840539932250977;671;1309;;;Spike Jonze;Spike Jonze, Will Butler;;USA;;;2;3;11;18;51;145;240;149;40;12;11;Krótkometrażowy;USA
Duch z Canterville;Duch z Canterville;1967;27.0;6.240300178527832;670;172;;;Czesław Petelski, Ewa Petelska;Zdzisław Skowroński;Fantasy;Polska;;;7;3;22;42;91;220;168;86;15;16;7;Krótkometrażowy;Polska
Pretty Boy;Pretty Boy;2015;31.0;7.099249839782715;665;136;;;Cameron Thrower;Cameron Thrower;Dramat;USA;;;2;3;7;18;40;112;212;199;48;24;1;Krótkometrażowy;USA
Legenda o niedźwiedziu Mor'du;The Legend of Mor'du;2012;7.0;6.1561598777771;666;295;;;Brian Larsen;Steve Purcell, Brian Larsen;Animacja;USA;;;2;2;8;38;119;249;180;51;9;8;19;Krótkometrażowy;USA
Kierunek - Nowa Huta!;Kierunek - Nowa Huta!;1951;12.0;5.465360164642334;664;160;4.5;4.0;Andrzej Munk;Artur Międzyrzecki;Dokumentalny;Polska;;;10;17;53;93;159;161;110;40;7;14;15;Krótkometrażowy;Polska
Mama Tina;Noble;2014;100.0;6.526269912719727;1142;1086;;;Stephen Bradley;Stephen Bradley;Dokumentalny;Wielka Brytania;;;10;5;23;54;124;333;323;188;55;27;16;Długometrażowy;Europa
Normalnie wariat;Mad to Be Normal;2017;106.0;6.142600059509277;1115;1287;;;Robert Mullan;Robert Mullan;Dokumentalny;Wielka Brytania;;;14;7;36;77;185;332;280;145;22;17;5;Długometrażowy;Europa
RBG;RBG;2018;98.0;7.20766019821167;809;1727;6.0;4.0;Julie Cohen, Betsy West;;Dokumentalny;USA;14017361.0;;4;1;5;12;24;150;279;235;81;18;17;Długometrażowy;USA
Mama, Tata, Bóg i Szatan;Mama, Tata, Bóg i Szatan;2008;40.0;7.038410186767578;807;387;6.33333;3.0;Paweł Jóźwiak-Rodan;Paweł Jóźwiak-Rodan;Dokumentalny;Polska;;;8;4;11;21;43;130;270;238;62;20;30;Średniometrażowy;Polska
Artykuł osiemnasty;Artykuł osiemnasty;2016;75.0;7.5967698097229;806;782;7.0;1.0;Bartosz Staszewski;Hubert Sobecki;Dokumentalny;Polska;;;25;5;5;3;16;58;186;318;113;77;21;Średniometrażowy;Polska
Nowojorska ulica w obiektywie;Everybody Street;2013;83.0;7.885570049285889;804;1184;9.0;1.0;Cheryl Dunn;;Dokumentalny;USA;;;2;1;1;2;18;46;180;336;169;49;9;Długometrażowy;USA
Wędrówka na Zachód;Xi You;2014;56.0;6.575870037078857;804;2324;7.0;7.0;Ming-liang Tsai;Ming-liang Tsai;Dokumentalny;Francja;;;28;25;32;28;80;123;198;172;79;39;17;Średniometrażowy;Europa
Michael Jackson: Życie ikony;Michael Jackson: The Life of an Icon;2011;157.0;6.829569816589356;798;369;;;Andrew Eastel;;Dokumentalny;USA;;;12;6;13;28;62;163;262;165;37;50;23;Długometrażowy;USA
Kafarnaum;Cafarnaúm;2018;120.0;8.234410285949707;30092;28560;6.32;25.0;Nadine Labaki;Nadine Labaki, Khaled Mouzanar;Dramat;Liban;1661096.0;4000000.0;43;17;55;112;366;1058;4491;11346;9323;3281;182;Długometrażowy;Pozostałe
Wojna Harta;Hart's War;2002;125.0;7.058199882507324;30068;6793;5.5;4.0;Gregory Hoblit;Terry George, Billy Ray;Dramat;USA;19077641.0;70000000.0;69;94;272;598;1784;4986;11606;8061;1785;813;365;Długometrażowy;USA
W cieniu chwały;Pride and Glory;2008;130.0;6.997829914093018;29901;11568;4.5;4.0;Gavin O'Connor;Greg O'Connor, Gavin O'Connor;Dramat;USA;15740721.0;30000000.0;133;50;219;580;1789;5201;12408;7327;1531;663;562;Długometrażowy;USA
Szyfry wojny;Windtalkers;2002;133.0;7.0142598152160645;29869;7521;4.33333;3.0;John Woo;John Rice, Joe Batteer;Dramat;USA;40914068.0;115000000.0;109;147;479;788;2059;4972;10381;7762;2093;1079;423;Długometrażowy;USA
Nie czas na łzy;Boys Don't Cry;1999;118.0;7.557169914245605;29684;39841;6.8;5.0;Kimberly Peirce;Kimberly Peirce, Andy Bienen;Dramat;USA;11540607.0;2000000.0;152;104;268;502;1240;2975;7512;10238;4313;2380;626;Długometrażowy;USA
Pszczółka Maja. Film;Maya the Bee Movie;2014;88.0;5.802670001983643;1875;468;7.0;1.0;Alexs Stadermann;Marcus Sauermann, Fin Edquist;Animacja;Australia;;;46;31;103;167;360;552;391;135;34;56;103;Długometrażowy;Pozostałe
Uwolnić Mikołaja!;Get Santa;2014;102.0;5.819540023803711;1873;971;3.0;1.0;Christopher Smith;Christopher Smith;Familijny;USA;;;24;28;91;179;409;591;328;123;40;60;30;Długometrażowy;USA
Lis i Pies 2;The Fox and the Hound 2;2006;69.0;6.676630020141602;1874;729;6.0;1.0;Jim Kammerud;Roger S.H. Schulman, Rich Burns;Animacja;USA;;;10;14;45;96;202;438;558;300;99;112;26;Średniometrażowy;USA
Małolaty ninja wracają;3 Ninjas Kick Back;1994;93.0;5.823369979858398;1857;133;5.0;1.0;Charles T. Kanganis;Sang-ok Shin, Mark Saltzman;Familijny;Japonia;11798854.0;20000000.0;64;57;113;170;309;513;327;140;55;109;17;Długometrażowy;Pozostałe
Mikołaj i spółka;Santa & Cie;2017;95.0;6.101349830627441;1855;1016;5.5;2.0;Alain Chabat;Alain Chabat;Familijny;Francja;;;32;23;65;128;323;549;441;171;61;62;27;Długometrażowy;Europa
Jak ugryźć robala;How to Eat Fried Worms;2006;98.0;5.676569938659668;1852;228;6.0;1.0;Bob Dolman;Bob Dolman;Familijny;USA;13040527.0;;49;46;124;200;387;481;317;143;34;71;26;Długometrażowy;USA
Ania z Zielonego Wzgórza;Anne of Green Gables;2016;90.0;5.706069946289063;1844;562;;;John Kent Harrison;Susan Coyne;Familijny;Kanada;;;53;33;123;188;381;497;315;146;58;50;148;Długometrażowy;Pozostałe
Fantom;The Phantom;1996;96.0;4.658339977264404;1841;345;;;Simon Wincer;Lee Falk, Jeffrey Boam;Familijny;Australia;17323326.0;45000000.0;103;114;279;343;429;309;162;52;13;37;29;Długometrażowy;Pozostałe
Kamień życzeń - magiczne przygody;Shorts;2009;89.0;4.945650100708008;1840;483;;;Robert Rodriguez;Robert Rodriguez;Familijny;USA;20919166.0;40000000.0;100;82;230;343;408;316;197;76;29;59;48;Długometrażowy;USA
Guru;Guru;2007;166.0;7.518290042877197;984;565;;;Mani Ratnam;Mani Ratnam, Anurag Kashyap;Dokumentalny;Indie;2096000.0;;14;6;13;22;50;95;206;328;141;109;43;Długometrażowy;Pozostałe
Oblubienica Pana;Belle du Seigneur;2012;104.0;5.35060977935791;984;1664;;;Glenio Bonder;Glenio Bonder, Vincenzo Cerami;Dramat;Francja;;;22;38;104;155;220;197;119;70;30;29;34;Długometrażowy;Europa
Książę Harry i Meghan: Miłość wbrew regułom;Harry & Meghan: A Royal Romance;2018;85.0;5.566189765930176;982;268;;;Menhaj Huda;Terrence Coli, Scarlett Lacey;Dokumentalny;USA;;;31;37;78;110;190;235;162;86;25;28;6;Długometrażowy;USA
Wewnętrzne piękno;Byoo-tee In-sai-deu;2014;127.0;7.506639957427978;979;759;;;Jong-yeol Baek;Seon-jeong Kim, Jeong-ye Park;Dramat;Korea Południowa;;;2;1;4;14;33;118;293;329;129;56;10;Długometrażowy;Pozostałe
Bo to jest miłość;Kyon Ki...;2005;155.0;6.564050197601318;968;410;;;Priyadarshan;Priyadarshan;Dramat;Indie;;;56;27;71;58;87;118;169;137;73;172;40;Długometrażowy;Pozostałe
Wyzwolenie;Osvobozhdenie;1969;470.0;7.243020057678223;967;1410;;;Yuriy Ozerov;Yuri Bondarev, Oskar Kurganov;Dramat;ZSRR;;;15;8;16;34;63;118;253;251;103;106;163;Długometrażowy;Europa
Kochając Leah;Loving Leah;2009;95.0;6.160789966583252;964;778;;;Jeff Bleckner;Pnenah Goldstein;Dramat;USA;;;10;7;43;63;159;270;255;104;28;25;18;Długometrażowy;USA
Ptaki ciernistych krzewów: Stracone lata;The Thorn Birds: The Missing Years;1996;178.0;6.283180236816406;957;363;;;Kevin James Dobson;David Stevens;Dramat;Australia;;;26;11;35;67;146;236;205;129;41;61;23;Długometrażowy;Pozostałe
Lęk wysokości;Vertige;2009;90.0;5.648590087890625;4186;876;;;Abel Ferry;Louis-Paul Desanges , Johanne Bernard;Akcja;Francja;;;50;91;321;446;916;1136;761;315;77;73;246;Długometrażowy;Europa
Smokiem i mieczem;George and the Dragon;2004;93.0;6.074580192565918;4130;1324;;;Tom Reeve;Tom Reeve, Michael Burks;Fantasy;Luksemburg;;;45;45;185;353;676;1190;1023;369;87;157;74;Długometrażowy;Europa
Moja niania jest wampirem;My Babysitter's a Vampire;2010;85.0;5.865409851074219;4094;802;;;Bruce McDonald;Tim Burns;Thriller;Kanada;;;162;181;277;412;670;814;674;406;170;328;56;Długometrażowy;Pozostałe
Władcy Wszechświata;Masters of the Universe;1987;106.0;5.643620014190674;4049;1690;5.33333;3.0;Gary Goddard;David Odell, Stephen Tolkin;Akcja;USA;17336370.0;22000000.0;65;146;322;484;805;1005;672;279;109;162;172;Długometrażowy;USA
Śnieżne święta;Let It Snow;2013;82.0;6.106649875640869;797;298;;;Harvey Frost;Harvey Frost, Jim Head;Dramat;USA;;;11;12;22;62;144;240;165;93;21;27;10;Długometrażowy;USA
Rodzice, miejcie się na baczności;The Parent Trap;1961;129.0;7.529489994049072;797;485;;;David Swift;David Swift;Familijny;USA;25150385.0;;9;4;8;18;31;101;192;218;121;95;20;Długometrażowy;USA
Gwiazdkowa miłość;Christmas in Love;2018;84.0;5.276040077209473;797;130;;;Don McBrearty;Stephen A. Stewart, Bob Sáenz;Dramat;USA;;;13;24;62;139;211;196;88;38;9;17;2;Długometrażowy;USA
Pan i Pani Smith;Mr. & Mrs. Smith;1941;95.0;6.592169761657715;792;1946;7.66667;3.0;Alfred Hitchcock;Norman Krasna;Komedia;USA;;;5;3;10;34;90;232;244;110;26;38;14;Długometrażowy;USA
Eisenstein w Meksyku;Eisenstein in Guanajuato;2015;105.0;5.748419761657715;791;1435;5.91667;12.0;Peter Greenaway;Peter Greenaway;Dokumentalny;Meksyk;;;26;36;57;74;120;163;172;100;30;13;31;Długometrażowy;Pozostałe
Miłość i seks;Love & Sex;2000;79.0;5.7734198570251465;790;386;;;Valerie Breiman;Valerie Breiman;Dramat;USA;;;10;16;46;91;157;229;141;56;17;27;15;Średniometrażowy;USA
Duma, uprzedzenie i jemioła;Pride, Prejudice, and Mistletoe;2018;82.0;4.825920104980469;787;122;;;Don McBrearty;Nina Weinman;Dramat;USA;;;26;34;128;153;185;145;55;35;12;14;5;Długometrażowy;USA
Na drodze;Na drodze;2017;24.0;6.409639835357666;664;409;;;Bartosz Nowacki;Bartosz Nowacki;Thriller;Polska;;;6;1;11;24;67;232;228;69;16;10;21;Krótkometrażowy;Polska
Nowa książka;Nowa książka;1975;10.0;7.203619956970215;663;299;7.0;1.0;Zbigniew Rybczyński;Zbigniew Rybczyński;;Polska;;;2;4;8;7;53;95;188;209;79;18;7;Krótkometrażowy;Polska
Stolarz;Stolarz;1976;13.0;7.170440196990967;663;171;6.875;8.0;Wojciech Wiszniewski;Wojciech Wiszniewski;Dokumentalny;Polska;;;3;0;8;18;37;102;216;192;60;27;5;Krótkometrażowy;Polska
A Single Life;A Single Life;2014;3.0;6.555220127105713;661;485;7.0;1.0;Joris Oprins, Marieke Blaauw;Marieke Blaauw, Job Roggeveen;Animacja;Holandia;;;1;2;19;29;70;176;219;97;40;8;7;Krótkometrażowy;Europa
Happy End;Happy End;1973;16.0;7.208459854125977;662;117;7.75;4.0;Marcel Łoziński, Paweł Kędzierski;;Dokumentalny;Polska;;;4;1;3;5;23;95;262;214;44;11;1;Krótkometrażowy;Polska
Genre;Genre;1996;5.0;6.859300136566162;661;87;;;Don Hertzfeldt;Don Hertzfeldt;Animacja;USA;;;6;4;18;21;41;127;221;152;58;13;3;Krótkometrażowy;USA
Spin;Spin;2005;8.0;7.459909915924072;661;142;;;Jamin Winans;Jamin Winans;Komedia;USA;;;1;3;11;13;31;77;165;214;105;41;32;Krótkometrażowy;USA
Paragraf zero;Paragraf zero;1957;16.0;6.596069812774658;661;123;6.5;4.0;Włodzimierz Borowik;Włodzimierz Borowik;Dokumentalny;Polska;;;1;2;9;16;62;184;259;115;13;0;10;Krótkometrażowy;Polska
Był sobie bałwan;Once Upon a Snowman;2020;8.0;6.5819501876831055;665;175;;;Dan Abraham, Trent Correy;;Animacja;USA;;;3;1;7;23;85;188;225;92;15;26;1;Krótkometrażowy;USA
Frances;Frances;1982;140.0;7.488049983978271;1088;2403;;;Graeme Clifford;Eric Bergren, Christopher De Vore;Dokumentalny;USA;5000000.0;;5;4;9;12;47;123;288;397;136;67;41;Długometrażowy;USA
Słynna Bettie Page;The Notorious Bettie Page;2005;100.0;6.364640235900879;1086;1533;;;Mary Harron;Mary Harron, Guinevere Turner;Dokumentalny;USA;1415082.0;;6;8;18;52;165;345;308;121;21;42;17;Długometrażowy;USA
Kolacja z Andrzejem;My Dinner with André;1981;110.0;7.894929885864258;1085;4036;8.2;5.0;Louis Malle;Andre Gregory, Wallace Shawn;Dokumentalny;USA;5250000.0;;8;6;14;14;29;69;179;377;270;119;31;Długometrażowy;USA
Bal czterdziestu jeden;El baile de los 41;2020;93.0;5.75786018371582;1082;235;5.0;2.0;David Pablos;Monika Revilla;Dokumentalny;Meksyk;;;18;13;45;105;253;313;222;90;16;7;16;Długometrażowy;Pozostałe
Śmierć Zygielbojma;Śmierć Zygielbojma;2021;86.0;5.438889980316162;1080;760;5.0;5.0;Ryszard Brylski;Ryszard Brylski, Wojciech Lepianka;Dokumentalny;Polska;;;24;13;68;118;327;311;152;36;15;16;112;Długometrażowy;Polska
Być skinheadem;Skinhead Attitude;2003;90.0;7.254730224609375;793;580;;;Daniel Schweizer;Daniel Schweizer;Dokumentalny;Szwajcaria;;;4;3;9;23;47;108;220;260;69;50;46;Długometrażowy;Europa
Księgowy Auschwitz;The Accountant of Auschwitz;2018;78.0;6.717169761657715;792;112;;;Matthew Shoychet;Ricki Gurwitz;Dokumentalny;Kanada;;;8;2;5;16;68;190;318;149;29;7;12;Średniometrażowy;Pozostałe
Krew w twoim telefonie;Blood in the Mobile;2010;82.0;7.086180210113525;789;589;4.0;1.0;Frank Piasechi Poulsen;;Dokumentalny;Dania;;;2;3;6;15;55;141;238;259;54;16;30;Długometrażowy;Europa
Rolling Thunder Revue: Opowieść o Bobie Dylanie od Martina Scorsese;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;2019;142.0;7.26869010925293;789;974;7.5;2.0;Martin Scorsese;;Dokumentalny;USA;;;2;3;6;13;37;112;258;255;76;27;5;Długometrażowy;USA
Alone in the Zone;Alone in the Zone;2011;90.0;7.898349761962891;787;966;;;Arkadiusz Podniesiński;Arkadiusz Podniesiński;Dokumentalny;Polska;;;11;2;4;11;18;64;126;253;215;83;96;Długometrażowy;Polska
Solaris;Solaris;2002;99.0;6.146719932556152;29518;10347;5.57143;7.0;Steven Soderbergh;Steven Soderbergh;Dramat;USA;14973382.0;47000000.0;372;387;1480;2167;4929;7174;7181;3907;1237;684;1101;Długometrażowy;USA
Pokój Marvina;Marvin's Room;1996;98.0;7.11998987197876;29460;16441;6.5;8.0;Jerry Zaks;Scot McPherson;Dramat;USA;12803305.0;23000000.0;57;53;246;440;1536;4903;11637;7831;1681;1076;214;Długometrażowy;USA
Uciekinier;Mud;2012;130.0;6.7182297706604;29361;16843;7.1;10.0;Jeff Nichols;Jeff Nichols;Dramat;USA;21590086.0;;47;55;363;709;2655;7132;11614;5531;991;264;487;Długometrażowy;USA
Wzgórze Rozdartych Serc;Heartbreak Ridge;1986;130.0;7.525829792022705;29291;9448;5.33333;3.0;Clint Eastwood;James Carabatsos, Joseph Stinson;Dramat;USA;42724017.0;15000000.0;52;47;173;371;1147;3181;8379;10463;3668;1810;296;Długometrażowy;USA
Dennis znów rozrabia;Dennis the Menace Strikes Again!;1998;71.0;5.266880035400391;1836;141;4.0;1.0;Charles T. Kanganis;Hank Ketcham, Jeff Schechter;Familijny;USA;;;51;76;171;265;449;430;223;88;26;57;7;Średniometrażowy;USA
Indianin w kredensie;The Indian in the Cupboard;1995;96.0;5.807139873504639;1820;336;;;Frank Oz;Melissa Mathison;Familijny;USA;35656131.0;45000000.0;19;30;81;193;401;551;345;113;25;62;12;Długometrażowy;USA
Ozzy;Ozzy;2016;90.0;5.650360107421875;1819;1123;4.0;1.0;Alberto Rodriguez;Juan Ramón Ruiz de Somavía;Animacja;Hiszpania;;;34;50;136;198;390;481;284;137;66;43;24;Długometrażowy;Europa
Cziłała z Beverly Hills 3;Beverly Hills Chihuahua 3;2012;85.0;5.932380199432373;1819;417;;;Lev L. Spiro;Dana Starfield;Familijny;USA;;;49;66;104;157;318;444;325;172;75;109;21;Długometrażowy;USA
Dziadek do orzechów;The Nutcracker Prince;1990;75.0;7.297130107879639;1814;740;;;Paul Schibli;Patricia Watson;Animacja;Kanada;1781694.0;;10;17;21;55;115;270;479;456;196;195;53;Średniometrażowy;Pozostałe
Krucjata w dżinsach;Kruistocht in spijkerbroek;2006;125.0;5.7505598068237305;1800;425;;;Ben Sombogaart;Jean-Claude Van Rijckeghem, Chris Craps;Familijny;Belgia;;;61;64;127;177;274;460;359;147;56;75;80;Długometrażowy;Europa
Klątwa Bridge Hollow;The Curse of Bridge Hollow;2022;89.0;5.122300148010254;1807;168;;;Jeff Wadlow;Todd Berger, John R. Morey;Familijny;USA;;;25;58;168;303;508;467;199;60;6;13;14;Długometrażowy;USA
Ciemna strona słońca;The Dark Side of the Sun;1988;101.0;6.239960193634033;946;849;5.0;1.0;Božidar 'Bota' Nikolić;Andrew Horton;Dramat;Kanada;;;17;16;52;65;157;228;171;128;56;56;37;Długometrażowy;Pozostałe
Otwarte serce;À coeur ouvert;2012;87.0;6.011660099029541;943;778;6.0;1.0;Marion Laine;Marion Laine, Anne Le Ny;Dramat;Argentyna;;;7;11;30;65;190;296;227;90;15;12;28;Długometrażowy;Pozostałe
Śniegi Kilimandżaro;The Snows of Kilimanjaro;1952;114.0;6.683650016784668;942;680;4.8;5.0;Henry King;Casey Robinson;Dramat;USA;;;4;1;28;28;131;192;288;194;41;35;25;Długometrażowy;USA
Szanghaj Ekspres;Shanghai Express;1932;84.0;7.047969818115234;938;1185;7.0;5.0;Josef von Sternberg;Jules Furthman;Dramat;USA;3700000.0;;7;2;11;11;68;187;327;209;60;56;6;Długometrażowy;USA
Przypadkowy turysta;The Accidental Tourist;1988;121.0;6.650320053100586;938;1792;6.0;1.0;Lawrence Kasdan;Lawrence Kasdan, Frank Galati;Dramat;USA;32632093.0;;6;4;13;44;102;203;345;152;40;29;15;Długometrażowy;USA
Do utraty tchu;Breathless;1983;101.0;6.218180179595947;935;1134;4.5;2.0;Jim McBride;L.M. Kit Carson, Jim McBride;Dramat;USA;19910002.0;;10;12;42;55;155;279;193;111;34;44;23;Długometrażowy;USA
Gładka skóra;La peau douce;1964;113.0;7.2274699211120605;932;1898;7.0;1.0;François Truffaut;François Truffaut, Jean-Louis Richard;Dramat;Francja;;;4;1;9;17;55;115;307;319;81;24;19;Długometrażowy;Europa
Rycerze (nie) na niby;Knights of Badassdom;2013;86.0;5.171689987182617;4048;1900;7.0;1.0;Joe Lynch;Kevin Dreyfuss, Matt Wall;Fantasy;USA;;;120;186;452;635;856;875;556;241;73;54;126;Długometrażowy;USA
Śmiertelna głębia;Dark Tide;2012;114.0;4.691070079803467;4043;802;;;John Stockwell;Ronnie Christensen, Amy Sorlie;Dramat;USA;;;106;175;677;837;1071;684;355;86;21;31;138;Długometrażowy;USA
Gęsia skórka 2;Goosebumps 2: Haunted Halloween;2018;90.0;5.369929790496826;4044;630;;;Ari Sandel;Rob Lieber;Thriller;USA;46700633.0;35000000.0;27;55;275;604;1231;1170;448;135;43;56;31;Długometrażowy;USA
